activity_type,company_name,full_name,job_title,email,phone,address,city,state,country,zip_code,industry,nature_of_business,engagement_level,company_size,company_revenue,last_activity,content_name,asset_description,booth_scan_notes,consent_statement_served,consent_response
Exhibitor Bookmarked,Evergreen IT,Christina Cook,DevSecOps Engineer,christinac@evergreenit.net,+42 363-9753,4843 River Rd,Birmingham,England,United Kingdom Of Great Britain And Northern Ireland (The),B1,Software Publishers,Software Publishers,High,5K-10K,$100M-$500M,2026-06-10 15:47:52,Zero Trust Architecture Deep Dive,,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Nova Platforms,Debra Watson,Threat Intelligence Analyst,debraw@novaplatform.net,(534) 974-5815,5983 Maple Dr,Austin,TX,United States  ,78701,Computer Systems Design And Related Services,Computer Systems Design And Related Services,Very High,501-1K,$50M-$100M,2026-06-10 10:29:02,AI-Powered SOC Walkthrough,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Obsidian Tech,Brandon Nelson,Red Team Lead,brandonn@obsidiantech.co,(573) 988-8934,6138 Lake St,Toronto,Ontario,Canada,M5A,"Data Processing, Hosting, And Related Services","Data Processing, Hosting, And Related Services",Very High,501-1K,Less Than $1M,2026-06-10 12:01:28,Not Applicable,,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Cipher Defense,Carl Smith,Security Architect,carls@cipherdefens.net,(208) 301-6090,1560 Harbor Dr,Los Angeles,CA,United States  ,90001,General Medical And Surgical Hospitals,General Medical And Surgical Hospitals,Very Low,10K-50K,Unavailable,2026-06-10 09:57:54,XDR Platform Overview,,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Orion Networks,Donna Ramirez,Security Operations Lead,donnar@orionnetwork.org,+93 514-6535,739 Washington Ave,Singapore,Singapore,Singapore,048616,Motor Vehicle Manufacturing,Motor Vehicle Manufacturing,Very Low,50K+,$50M-$100M,2026-06-10 16:09:52,Cloud Security Posture Management Demo,,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Keystone Digital,Jennifer Mitchell,Security Architect,jennifer.mitchell@keystonedigi.com,(231) 859-5338,4931 Cedar Blvd,Calgary,Alberta,Canada,T2P,Educational Services,Educational Services,Very Low,1-100,$10M-$50M,2026-06-10 16:21:49,Threat Intelligence Briefing,,,Delegate acknowledged event terms,Acknowledged
Content Download,Peak Solutions,Laura Moore,Email Security Analyst,lmoore@peaksolution.io,(766) 208-9620,2936 Forest Ave,New York,NY,United States  ,10001,Wired And Wireless Telecommunications Carriers,Wired And Wireless Telecommunications Carriers,Low,501-1K,$1B-$10B,2026-06-10 16:06:20,XDR Platform Overview,,,Delegate acknowledged event terms,Acknowledged
Badge Scan,Ember Technologies,Laura Ruiz,Cloud Security Engineer,laurar@embertechnol.io,(280) 482-2782,4460 Pine Ln,Denver,CO,United States  ,80201,Aerospace Product And Parts Manufacturing,Aerospace Product And Parts Manufacturing,High,5K-10K,$10M-$50M,2026-06-10 12:01:06,Defensive AI Security Panel,,,Delegate consented to badge scan,Accepted
Badge Scan,Titan Systems,Dennis Bennett,Systems Administrator,dennisb@titansystems.net,+39 825-3201,8950 Lincoln Blvd,Sao Paulo,SP,Brazil,01310,Aerospace Product And Parts Manufacturing,Aerospace Product And Parts Manufacturing,Medium,5K-10K,Less Than $1M,2026-06-10 14:28:35,Container Security Workshop,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Aegis Solutions,Larry James,IT Manager,larryj@aegissolutio.co,(365) 867-6000,5567 Lincoln Blvd,Vancouver,British Columbia,Canada,V6B,"Architectural, Engineering, And Related Services","Architectural, Engineering, And Related Services",High,501-1K,$10M-$50M,2026-06-10 13:14:17,Cloud Security Posture Management Demo,,,Delegate acknowledged event terms,Acknowledged
Product View,Forge Digital,Frank Ruiz,Deputy CISO,frankr@forgedigital.co,(321) 312-8753,7399 Church St,San Francisco,CA,United States  ,94102,"Management, Scientific, And Technical Consulting Services","Management, Scientific, And Technical Consulting Services",Medium,5K-10K,$500M-$1B,2026-06-10 11:48:00,Not Applicable,,,Delegate consented to badge scan,Accepted
Content Download,Sterling Systems,David Castillo,Blue Team Lead,david@sterlingsyst.io,+31 848-1137,632 River Rd,Dubai,Dubai,United Arab Emirates,00000,"Accounting, Tax Preparation, Bookkeeping, And Payroll Services","Accounting, Tax Preparation, Bookkeeping, And Payroll Services",Medium,10K-50K,$50M-$100M,2026-06-10 14:05:33,"Research, News, And Perspectives",,,Delegate consented to badge scan,Accepted
Content Download,Lunar Labs,Jack Phillips,Vulnerability Management Engineer,jack@lunarlabs.io,(743) 936-9019,623 Harbor Dr,Washington,DC,United States  ,20001,"Electric Power Generation, Transmission And Distribution","Electric Power Generation, Transmission And Distribution",Low,101-500,$1M-$10M,2026-06-10 09:08:16,Threat Intelligence Briefing,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Helix Technologies,Rachel Thomas,Red Team Lead,rachel.thomas@helixtechnol.io,(544) 288-6567,7124 Washington Ave,Toronto,Ontario,Canada,M5A,"Data Processing, Hosting, And Related Services","Data Processing, Hosting, And Related Services",Medium,5K-10K,$50M-$100M,2026-06-10 17:01:11,Container Security Workshop,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Sapphire Systems,Joan Rodriguez,Network Security Engineer,joan@sapphiresyst.com,(485) 751-3852,5519 Mission St,Seattle,WA,United States  ,98101,Wired And Wireless Telecommunications Carriers,Wired And Wireless Telecommunications Carriers,Low,Unavailable,$50M-$100M,2026-06-10 15:43:42,Zero Trust Architecture Deep Dive,,,Delegate consented to badge scan,Accepted
Badge Scan,Slate Digital,Ronald Gray,Threat Intelligence Analyst,ronaldg@slatedigital.io,(876) 746-8792,9248 Lake St,Los Angeles,CA,United States  ,90001,Activities Related To Credit Intermediation,Activities Related To Credit Intermediation,Low,Unavailable,More Than $10B,2026-06-10 14:01:00,Hacking The AI Stack: Live Red Team Demo,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Redline Software,Benjamin Lewis,Network Security Engineer,benjamin.lewis@redlinesoftw.com,+88 757-3104,9054 Hill Rd,Dubai,Dubai,United Arab Emirates,00000,Insurance Carriers,Insurance Carriers,High,10K-50K,$100M-$500M,2026-06-10 13:18:11,Hacking The AI Stack: Live Red Team Demo,,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Trident Systems,Olivia Torres,Cloud Security Engineer,olivia@tridentsyste.co,(229) 374-7337,2150 Harbor Dr,Toronto,Ontario,Canada,M5A,Educational Services,Educational Services,Very High,1-100,$1B-$10B,2026-06-10 08:10:41,AI-Powered SOC Walkthrough,,,Delegate consented to badge scan,Accepted
Product View,Horizon Analytics,Jose Young,Security Operations Lead,jose@horizonanaly.com,(608) 295-4264,1113 Market St,Minneapolis,MN,United States  ,55401,Educational Services,Educational Services,Low,Unavailable,$1M-$10M,2026-06-10 13:17:49,Container Security Workshop,,,Delegate acknowledged event terms,Acknowledged
Product View,Summit IT,Justin Mendoza,CISO,justinm@summitit.net,+61 397-2984,4908 Mission St,London,England,United Kingdom Of Great Britain And Northern Ireland (The),EC1,Other Information Services,Other Information Services,Medium,101-500,Unavailable,2026-06-10 11:49:20,Hacking The AI Stack: Live Red Team Demo,,,Delegate consented to badge scan,Accepted
Product View,Atlas Computing,Aaron Young,Blue Team Lead,aaron@atlascomputi.org,(674) 904-9284,6321 Forest Ave,Miami,FL,United States  ,33101,"Securities, Commodity Contracts, And Other Financial Investments","Securities, Commodity Contracts, And Other Financial Investments",Very Low,Unavailable,Less Than $1M,2026-06-10 11:24:04,Cloud Security Posture Management Demo,,,Delegate consented to badge scan,Accepted
Content Download,Obsidian Tech,Jennifer Collins,Forensics Analyst,jennifer@obsidiantech.com,+92 251-7988,1441 Oak Ave,Sao Paulo,SP,Brazil,01310,Activities Related To Credit Intermediation,Activities Related To Credit Intermediation,High,50K+,$500M-$1B,2026-06-10 14:18:04,AI-Powered SOC Walkthrough,,,Delegate consented to badge scan,Accepted
Content Download,Peak Solutions,Andrew Roberts,Compliance Analyst,andrew@peaksolution.org,(400) 782-8142,8626 Lake St,Vancouver,British Columbia,Canada,V6B,Pharmaceutical And Medicine Manufacturing,Pharmaceutical And Medicine Manufacturing,Very High,1K-5K,$500M-$1B,2026-06-10 15:03:33,Defensive AI Security Panel,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Orion Networks,Mary Smith,Vulnerability Management Engineer,mary.smith@orionnetwork.net,+76 320-3377,7911 Elm St,Belo Horizonte,MG,Brazil,30130,Computer Systems Design And Related Services,Computer Systems Design And Related Services,Very High,101-500,Unavailable,2026-06-10 12:00:43,Container Security Workshop,,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Marble Data,Margaret Ward,Security Consultant,margaretw@marbledata.com,+95 470-8480,6997 Main St,Zurich,Zurich,Switzerland,8001,Educational Services,Educational Services,Very Low,1-100,Unavailable,2026-06-10 15:50:48,Threat Intelligence Briefing,,,Delegate acknowledged event terms,Acknowledged
Content Download,Vanguard Tech,Samantha Myers,Security Awareness Manager,smyers@vanguardtech.org,(372) 722-2758,6714 Mission St,Portland,OR,United States  ,97201,"Management, Scientific, And Technical Consulting Services","Management, Scientific, And Technical Consulting Services",Medium,101-500,More Than $10B,2026-06-10 16:54:22,AI-Powered SOC Walkthrough,,,Delegate acknowledged event terms,Acknowledged
Content Download,Pinnacle Software,Karen Clark,SOC Manager,karenc@pinnaclesoft.net,(386) 552-6614,4147 Broadway,Montreal,Quebec,Canada,H2X,Aerospace Product And Parts Manufacturing,Aerospace Product And Parts Manufacturing,High,10K-50K,$1M-$10M,2026-06-10 09:41:23,Container Security Workshop,,,Delegate consented to badge scan,Accepted
Product View,Delta Analytics,Steven Adams,DevSecOps Engineer,stevena@deltaanalyti.io,+13 885-6402,4226 Spring St,Seoul,Seoul,South Korea,04524,Educational Services,Educational Services,Low,50K+,$10M-$50M,2026-06-10 17:44:22,Hacking The AI Stack: Live Red Team Demo,,,Delegate acknowledged event terms,Acknowledged
Product View,Cipher Defense,Deborah Torres,Application Security Engineer,deborah@cipherdefens.com,(806) 625-9274,7324 Hill Rd,Minneapolis,MN,United States  ,55401,Computer Systems Design And Related Services,Computer Systems Design And Related Services,High,5K-10K,$100M-$500M,2026-06-10 15:47:22,Cloud Security Posture Management Demo,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Titan Systems,Nicole Price,DevSecOps Engineer,nprice@titansystems.co,+43 433-9357,9001 Broadway,Mexico City,CDMX,Mexico,06600,Educational Services,Educational Services,High,5K-10K,Less Than $1M,2026-06-10 14:23:46,Defensive AI Security Panel,,,Delegate acknowledged event terms,Acknowledged
Badge Scan,Orion Networks,Sharon Foster,Forensics Analyst,sharon@orionnetwork.co,+89 528-8025,3690 Spring St,Sydney,NSW,Australia,2000,Other Information Services,Other Information Services,High,5K-10K,$100M-$500M,2026-06-10 16:43:32,Threat Intelligence Briefing,,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Prism Networks,Charles Robinson,Security Program Manager,charlesr@prismnetwork.com,(577) 995-8515,2317 Lincoln Blvd,Boston,MA,United States  ,02101,Wired And Wireless Telecommunications Carriers,Wired And Wireless Telecommunications Carriers,Very High,Unavailable,$1B-$10B,2026-06-10 14:57:43,Cloud Security Posture Management Demo,,,Delegate consented to badge scan,Accepted
Content Download,Horizon Analytics,Olivia Ross,GRC Manager,oliviar@horizonanaly.net,(896) 698-8440,4293 Lake St,Chicago,IL,United States  ,60601,"Electric Power Generation, Transmission And Distribution","Electric Power Generation, Transmission And Distribution",Very Low,1-100,Unavailable,2026-06-10 12:35:10,AI-Powered SOC Walkthrough,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Cipher Defense,Frances Stewart,DevSecOps Engineer,frances@cipherdefens.co,(954) 973-9374,3101 Broadway,Atlanta,GA,United States  ,30301,Insurance Carriers,Insurance Carriers,Very Low,Unavailable,$50M-$100M,2026-06-10 10:27:41,Defensive AI Security Panel,,,Delegate consented to badge scan,Accepted
Content Download,Coral Systems,Jason Hernandez,IT Director,jason@coralsystems.com,(686) 720-9326,8265 Lincoln Blvd,New York,NY,United States  ,10001,"Accounting, Tax Preparation, Bookkeeping, And Payroll Services","Accounting, Tax Preparation, Bookkeeping, And Payroll Services",High,5K-10K,$500M-$1B,2026-06-10 17:06:45,Threat Intelligence Briefing,,,Delegate acknowledged event terms,Acknowledged
Content Download,Lunar Labs,Carolyn Reyes,IT Director,carolyn@lunarlabs.net,+54 168-1887,6253 Washington Ave,Birmingham,England,United Kingdom Of Great Britain And Northern Ireland (The),B1,Depository Credit Intermediation,Depository Credit Intermediation,Low,1K-5K,$500M-$1B,2026-06-10 09:45:19,Defensive AI Security Panel,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Obsidian Tech,Martha Wood,Malware Analyst,martha@obsidiantech.co,(349) 218-1342,3851 Pine Ln,Washington,DC,United States  ,20001,"Electric Power Generation, Transmission And Distribution","Electric Power Generation, Transmission And Distribution",High,10K-50K,Less Than $1M,2026-06-10 12:09:22,Defensive AI Security Panel,,,Delegate acknowledged event terms,Acknowledged
Badge Scan,Titan Systems,Samantha Moore,VP of Security,smoore@titansystems.net,(421) 545-3912,9321 Lake St,Denver,CO,United States  ,80201,Pharmaceutical And Medicine Manufacturing,Pharmaceutical And Medicine Manufacturing,Very High,10K-50K,More Than $10B,2026-06-10 15:57:35,Defensive AI Security Panel,,,Delegate consented to badge scan,Accepted
Content Download,Radiant Software,Amy Alvarez,Product Security Lead,amya@radiantsoftw.co,(255) 508-6199,3475 Church St,Mesa,AZ,United States  ,85201,Depository Credit Intermediation,Depository Credit Intermediation,High,Unavailable,$1B-$10B,2026-06-10 09:16:18,"Research, News, And Perspectives",,,Delegate consented to badge scan,Accepted
Content Download,Iron Gate Tech,Sara Edwards,Application Security Engineer,sara.edwards@irongatetech.org,+36 838-4713,2074 Valley Dr,Melbourne,VIC,Australia,3000,"Management, Scientific, And Technical Consulting Services","Management, Scientific, And Technical Consulting Services",Low,1K-5K,$100M-$500M,2026-06-10 14:36:08,AI-Powered SOC Walkthrough,,,Delegate consented to badge scan,Accepted
Product View,Quantum Systems,Thomas Thompson,CTO,thomas.thompson@quantumsyste.com,(893) 661-1524,3621 Forest Ave,Chicago,IL,United States  ,60601,Scientific Research And Development Services,Scientific Research And Development Services,Medium,501-1K,$50M-$100M,2026-06-10 16:56:13,AI-Powered SOC Walkthrough,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Polaris AI,Sharon Martinez,IT Director,sharonm@polarisai.co,+51 266-2226,7969 Broadway,Paris,Ile-de-France,France,75001,Aerospace Product And Parts Manufacturing,Aerospace Product And Parts Manufacturing,Very High,5K-10K,$10M-$50M,2026-06-10 11:14:02,Hacking The AI Stack: Live Red Team Demo,,,Delegate consented to badge scan,Accepted
Content Download,Helix Technologies,David Wilson,Cloud Security Engineer,david.wilson@helixtechnol.org,(949) 702-7911,3965 Elm St,Portland,OR,United States  ,97201,Pharmaceutical And Medicine Manufacturing,Pharmaceutical And Medicine Manufacturing,Low,501-1K,$100M-$500M,2026-06-10 09:05:56,Zero Trust Architecture Deep Dive,,,Delegate consented to badge scan,Accepted
Product View,Pylon Solutions,Heather Hernandez,Malware Analyst,heather@pylonsolutio.com,+62 152-7948,5284 Spring St,Tel Aviv,Tel Aviv,Israel,6100000,Depository Credit Intermediation,Depository Credit Intermediation,High,50K+,$10M-$50M,2026-06-10 11:53:56,Threat Intelligence Briefing,,,Delegate acknowledged event terms,Acknowledged
Content Download,Lunar Labs,Roger Mitchell,SOC Manager,rmitchell@lunarlabs.com,+89 771-2415,8171 Forest Ave,Dubai,Dubai,United Arab Emirates,00000,Educational Services,Educational Services,High,1-100,More Than $10B,2026-06-10 08:12:21,Defensive AI Security Panel,,,Delegate acknowledged event terms,Acknowledged
Content Download,Ember Technologies,Steven Perez,CTO,steven@embertechnol.net,+26 100-1174,3694 Lincoln Blvd,Dubai,Dubai,United Arab Emirates,00000,Software Publishers,Software Publishers,Very High,Unavailable,Unavailable,2026-06-10 08:43:40,XDR Platform Overview,,,Delegate acknowledged event terms,Acknowledged
Product View,Cascade Solutions,Pamela Diaz,Product Security Lead,pamelad@cascadesolut.co,(913) 478-4168,3023 Main St,Mesa,AZ,United States  ,85201,Motor Vehicle Manufacturing,Motor Vehicle Manufacturing,Low,501-1K,$10M-$50M,2026-06-10 14:52:58,Container Security Workshop,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Aegis Solutions,Ruth Cook,Incident Response Lead,ruth@aegissolutio.org,(695) 922-7332,5413 Maple Dr,San Francisco,CA,United States  ,94102,"Electric Power Generation, Transmission And Distribution","Electric Power Generation, Transmission And Distribution",Very Low,501-1K,$100M-$500M,2026-06-10 15:37:10,Zero Trust Architecture Deep Dive,,,Delegate acknowledged event terms,Acknowledged
